Gene,gRNA
TEX261,NTC-10
TEX264,NTC-10
TEX2,NTC-10
TEX30,NTC-10
TEX9,NTC-10
TFAM,NTC-10
TFAP4,NTC-10
TFB1M,NTC-10
TFB2M,NTC-10
TFCP2,NTC-10
TFDP2,NTC-10
TFE3,NTC-10
TFG,NTC-10
TFIP11,NTC-10
TF,NTC-10
TFPI,NTC-10
TFPT,NTC-10
TFR2,NTC-10
TGDS,NTC-10
TGFBR1,NTC-10
TGFBR3,NTC-10
TGFBRAP1,NTC-10
TGIF1,NTC-10
TGIF2,NTC-10
TGM2,NTC-10
TGS1,NTC-10
THADA,NTC-10
THAP11,NTC-10
THAP12,NTC-10
THAP1,NTC-10
THAP2,NTC-10
THAP3,NTC-10
THAP4,NTC-10
THAP5,NTC-10
THAP6,NTC-10
THAP7,NTC-10
THAP8,NTC-10
THEM4,NTC-10
THEM6,NTC-10
THG1L,NTC-10
THNSL1,NTC-10
THOC1,NTC-10
THOC2,NTC-10
THOC3,NTC-10
THOC5,NTC-10
THOC6,NTC-10
THOC7,NTC-10
THOP1,NTC-10
THRA,NTC-10
THRAP3,NTC-10
THRB,NTC-10
THTPA,NTC-10
THUMPD1,NTC-10
THUMPD2,NTC-10
THUMPD3,NTC-10
THYN1,NTC-10
TIA1,NTC-10
TIAL1,NTC-10
TICAM1,NTC-10
TICRR,NTC-10
TIFA,NTC-10
TIGD1,NTC-10
TIGD2,NTC-10
TIGD5,NTC-10
TIGD6,NTC-10
TIGD7,NTC-10
TIMELESS,NTC-10
TIMM10B,NTC-10
TIMM10,NTC-10
TIMM17A,NTC-10
TIMM17B,NTC-10
TIMM21,NTC-10
TIMM22,NTC-10
TIMM23B,NTC-10
TIMM23,NTC-10
TIMM29,NTC-10
TIMM44,NTC-10
TIMM50,NTC-10
TIMM8A,NTC-10
TIMM8B,NTC-10
TIMM9,NTC-10
TIMMDC1,NTC-10
TIMP1,NTC-10
TINAGL1,NTC-10
TINF2,NTC-10
TIPARP,NTC-10
TIPIN,NTC-10
TIPRL,NTC-10
TIRAP,NTC-10
TJP1,NTC-10
TJP2,NTC-10
TK1,NTC-10
TK2,NTC-10
TKFC,NTC-10
TKT,NTC-10
TLCD1,NTC-10
TLCD2,NTC-10
TLE2,NTC-10
TLE3,NTC-10
TLE4,NTC-10
TLE6,NTC-10
TLK1,NTC-10
TLK2,NTC-10
TLN1,NTC-10
TLNRD1,NTC-10
TM2D1,NTC-10
TM2D2,NTC-10
TM2D3,NTC-10
TM7SF2,NTC-10
TM7SF3,NTC-10
TM9SF1,NTC-10
TM9SF2,NTC-10
TM9SF3,NTC-10
TM9SF4,NTC-10
TMA16,NTC-10
TMA7,NTC-10
TMBIM1,NTC-10
TMBIM4,NTC-10
TMBIM6,NTC-10
TMC3,NTC-10
TMC5,NTC-10
TMC6,NTC-10
TMC7,NTC-10
TMC8,NTC-10
TMCC1,NTC-10
TMCO1,NTC-10
TMCO6,NTC-10
TMED10,NTC-10
TMED1,NTC-10
TMED2,NTC-10
TMED3,NTC-10
TMED4,NTC-10
TMED5,NTC-10
TMED7,NTC-10
TMED8,NTC-10
TMED9,NTC-10
TMEM101,NTC-10
TMEM104,NTC-10
TMEM106B,NTC-10
TMEM106C,NTC-10
TMEM107,NTC-10
TMEM109,NTC-10
TMEM115,NTC-10
TMEM116,NTC-10
TMEM117,NTC-10
TMEM11,NTC-10
TMEM120A,NTC-10
TMEM120B,NTC-10
TMEM123,NTC-10
TMEM126A,NTC-10
TMEM126B,NTC-10
TMEM127,NTC-10
TMEM128,NTC-10
TMEM129,NTC-10
TMEM131L,NTC-10
TMEM131,NTC-10
TMEM134,NTC-10
TMEM135,NTC-10
TMEM136,NTC-10
TMEM138,NTC-10
TMEM141,NTC-10
TMEM144,NTC-10
TMEM147,NTC-10
TMEM14A,NTC-10
TMEM14B,NTC-10
TMEM14C,NTC-10
TMEM150A,NTC-10
TMEM158,NTC-10
TMEM159,NTC-10
TMEM160,NTC-10
TMEM161A,NTC-10
TMEM161B,NTC-10
TMEM164,NTC-10
TMEM165,NTC-10
TMEM167A,NTC-10
TMEM167B,NTC-10
TMEM168,NTC-10
TMEM170A,NTC-10
TMEM173,NTC-10
TMEM175,NTC-10
TMEM177,NTC-10
TMEM179B,NTC-10
TMEM181,NTC-10
TMEM182,NTC-10
TMEM183A,NTC-10
TMEM184B,NTC-10
TMEM184C,NTC-10
TMEM185A,NTC-10
TMEM185B,NTC-10
TMEM186,NTC-10
TMEM187,NTC-10
TMEM189,NTC-10
TMEM18,NTC-10
TMEM191A,NTC-10
TMEM191C,NTC-10
TMEM192,NTC-10
TMEM198B,NTC-10
TMEM198,NTC-10
TMEM199,NTC-10
TMEM19,NTC-10
TMEM201,NTC-10
TMEM203,NTC-10
TMEM205,NTC-10
TMEM206,NTC-10
TMEM208,NTC-10
TMEM209,NTC-10
TMEM212,NTC-10
TMEM214,NTC-10
TMEM216,NTC-10
TMEM217,NTC-10
TMEM218,NTC-10
TMEM219,NTC-10
TMEM222,NTC-10
TMEM223,NTC-10
TMEM230,NTC-10
TMEM231,NTC-10
TMEM233,NTC-10
TMEM234,NTC-10
TMEM237,NTC-10
TMEM238,NTC-10
TMEM241,NTC-10
TMEM242,NTC-10
TMEM243,NTC-10
TMEM245,NTC-10
TMEM247,NTC-10
TMEM248,NTC-10
TMEM250,NTC-10
TMEM251,NTC-10
TMEM256,NTC-10
TMEM258,NTC-10
TMEM259,NTC-10
TMEM260,NTC-10
TMEM263,NTC-10
TMEM267,NTC-10
TMEM268,NTC-10
TMEM273,NTC-10
TMEM30A,NTC-10
TMEM33,NTC-10
TMEM38B,NTC-10
TMEM39A,NTC-10
TMEM39B,NTC-10
TMEM41A,NTC-10
TMEM41B,NTC-10
TMEM43,NTC-10
TMEM44,NTC-10
TMEM45A,NTC-10
TMEM50A,NTC-10
TMEM50B,NTC-10
TMEM52,NTC-10
TMEM53,NTC-10
TMEM54,NTC-10
TMEM56,NTC-10
TMEM59,NTC-10
TMEM60,NTC-10
TMEM62,NTC-10
TMEM63A,NTC-10
TMEM63B,NTC-10
TMEM64,NTC-10
TMEM67,NTC-10
TMEM68,NTC-10
TMEM69,NTC-10
TMEM70,NTC-10
TMEM74B,NTC-10
TMEM79,NTC-10
TMEM80,NTC-10
TMEM87A,NTC-10
TMEM87B,NTC-10
TMEM8A,NTC-10
TMEM94,NTC-10
TMEM97,NTC-10
TMEM98,NTC-10
TMEM99,NTC-10
TMEM9B,NTC-10
TMEM9,NTC-10
TMF1,NTC-10
TMLHE,NTC-10
TMOD1,NTC-10
TMOD2,NTC-10
TMOD3,NTC-10
TMPO,NTC-10
TMPRSS4,NTC-10
TMSB10,NTC-10
TMSB4X,NTC-10
TMTC3,NTC-10
TMTC4,NTC-10
TMUB1,NTC-10
TMUB2,NTC-10
TMX1,NTC-10
TMX2,NTC-10
TMX3,NTC-10
TMX4,NTC-10
TNFAIP1,NTC-10
TNFAIP2,NTC-10
TNFAIP8L1,NTC-10
TNFAIP8,NTC-10
TNFRSF10A,NTC-10
TNFRSF10B,NTC-10
TNFRSF12A,NTC-10
TNFRSF14,NTC-10
TNFRSF1A,NTC-10
TNFRSF8,NTC-10
TNFSF13B,NTC-10
TNFSF9,NTC-10
TNIK,NTC-10
TNIP1,NTC-10
TNIP2,NTC-10
TNKS1BP1,NTC-10
TNKS2,NTC-10
TNKS,NTC-10
TNNI3,NTC-10
TNNT1,NTC-10
TNPO1,NTC-10
TNPO2,NTC-10
TNPO3,NTC-10
TNRC18,NTC-10
TNRC6A,NTC-10
TNRC6B,NTC-10
TNRC6C,NTC-10
TNS1,NTC-10
TNXB,NTC-10
TOB1,NTC-10
TOB2,NTC-10
TOE1,NTC-10
TOGARAM1,NTC-10
TOGARAM2,NTC-10
TOLLIP,NTC-10
TOM1L1,NTC-10
TOM1,NTC-10
TOMM20,NTC-10
TOMM22,NTC-10
TOMM34,NTC-10
TOMM40L,NTC-10
TOMM5,NTC-10
TOMM70,NTC-10
TOMM7,NTC-10
TONSL,NTC-10
TOP1MT,NTC-10
TOP1,NTC-10
TOP2A,NTC-10
TOP2B,NTC-10
TOP3A,NTC-10
TOP3B,NTC-10
TOPBP1,NTC-10
TOPORS,NTC-10
TOR1AIP1,NTC-10
TOR1AIP2,NTC-10
TOR1A,NTC-10
TOR1B,NTC-10
TOR2A,NTC-10
TOR3A,NTC-10
TOR4A,NTC-10
TOX4,NTC-10
TP53BP1,NTC-10
TP53BP2,NTC-10
TP53I13,NTC-10
TP53I3,NTC-10
TP53INP1,NTC-10
TP53INP2,NTC-10
TP53,NTC-10
TP53RK,NTC-10
TP73-AS1,NTC-10
TP73,NTC-10
TPCN1,NTC-10
TPCN2,NTC-10
TPD52L1,NTC-10
TPD52L2,NTC-10
TPGS1,NTC-10
TPGS2,NTC-10
TPH2,NTC-10
TPI1,NTC-10
TPK1,NTC-10
TPM1,NTC-10
TPM3,NTC-10
TPM3P9,NTC-10
TPM4,NTC-10
TPMT,NTC-10
TPP1,NTC-10
TPP2,NTC-10
TPRA1,NTC-10
TPRKB,NTC-10
TPRN,NTC-10
TPR,NTC-10
TPST2,NTC-10
TPT1,NTC-10
TPTEP1,NTC-10
TPTEP2,NTC-10
TPX2,NTC-10
TRA2A,NTC-10
TRA2B,NTC-10
TRABD,NTC-10
TRADD,NTC-10
TRAF3IP1,NTC-10
TRAF3IP2,NTC-10
TRAF3,NTC-10
TRAF4,NTC-10
TRAF5,NTC-10
TRAF6,NTC-10
TRAF7,NTC-10
TRAFD1,NTC-10
TRAIP,NTC-10
TRAK1,NTC-10
TRAK2,NTC-10
TRAM1,NTC-10
TRAM2,NTC-10
TRAP1,NTC-10
TRAPPC10,NTC-10
TRAPPC11,NTC-10
TRAPPC12,NTC-10
TRAPPC13,NTC-10
TRAPPC1,NTC-10
TRAPPC2B,NTC-10
TRAPPC2,NTC-10
TRAPPC3L,NTC-10
TRAPPC3,NTC-10
TRAPPC4,NTC-10
TRAPPC5,NTC-10
TRAPPC6A,NTC-10
TRAPPC6B,NTC-10
TRAPPC8,NTC-10
TRAPPC9,NTC-10
TRDMT1,NTC-10
TRIAP1,NTC-10
TRIB2,NTC-10
TRIB3,NTC-10
TRIM11,NTC-10
TRIM13,NTC-10
TRIM14,NTC-10
TRIM16,NTC-10
TRIM21,NTC-10
TRIM23,NTC-10
TRIM24,NTC-10
TRIM25,NTC-10
TRIM27,NTC-10
TRIM28,NTC-10
TRIM32,NTC-10
TRIM33,NTC-10
TRIM35,NTC-10
TRIM37,NTC-10
TRIM38,NTC-10
TRIM39,NTC-10
TRIM3,NTC-10
TRIM41,NTC-10
TRIM44,NTC-10
TRIM4,NTC-10
TRIM52,NTC-10
TRIM56,NTC-10
TRIM58,NTC-10
TRIM59,NTC-10
TRIM65,NTC-10
TRIM66,NTC-10
TRIM68,NTC-10
TRIM69,NTC-10
TRIM6,NTC-10
TRIM72,NTC-10
TRIM7,NTC-10
TRIM8,NTC-10
TRIOBP,NTC-10
TRIP10,NTC-10
TRIP11,NTC-10
TRIP12,NTC-10
TRIP13,NTC-10
TRIP4,NTC-10
TRIP6,NTC-10
TRIQK,NTC-10
TRIT1,NTC-10
TRMO,NTC-10
TRMT10A,NTC-10
TRMT10B,NTC-10
TRMT10C,NTC-10
TRMT112,NTC-10
TRMT11,NTC-10
TRMT12,NTC-10
TRMT13,NTC-10
TRMT1L,NTC-10
TRMT1,NTC-10
TRMT2A,NTC-10
TRMT2B,NTC-10
TRMT44,NTC-10
TRMT5,NTC-10
TRMT61A,NTC-10
TRMT61B,NTC-10
TRMT6,NTC-10
TRMU,NTC-10
TRNAU1AP,NTC-10
TRNT1,NTC-10
TROAP,NTC-10
TRPC1,NTC-10
TRPC4AP,NTC-10
TRPM2,NTC-10
TRPM4,NTC-10
TRPM7,NTC-10
TRPS1,NTC-10
TRPT1,NTC-10
TRPV2,NTC-10
TRRAP,NTC-10
TRUB1,NTC-10
TRUB2,NTC-10
TSACC,NTC-10
TSC1,NTC-10
TSC22D1,NTC-10
TSC22D2,NTC-10
TSC22D4,NTC-10
TSC2,NTC-10
TSEN15,NTC-10
TSEN2,NTC-10
TSEN34,NTC-10
TSEN54,NTC-10
TSG101,NTC-10
TSGA10,NTC-10
TSHZ1,NTC-10
TSKS,NTC-10
TSKU,NTC-10
TSLP,NTC-10
TSNARE1,NTC-10
TSNAX,NTC-10
TSN,NTC-10
TSPAN12,NTC-10
TSPAN13,NTC-10
TSPAN14,NTC-10
TSPAN17,NTC-10
TSPAN31,NTC-10
TSPAN32,NTC-10
TSPAN3,NTC-10
TSPAN4,NTC-10
TSPAN5,NTC-10
TSPO,NTC-10
TSPYL1,NTC-10
TSPYL2,NTC-10
TSPYL4,NTC-10
TSPYL6,NTC-10
TSR1,NTC-10
TSR2,NTC-10
TSR3,NTC-10
TSSC2,NTC-10
TSSC4,NTC-10
TSTA3,NTC-10
TSTD2,NTC-10
TSTD3,NTC-10
TST,NTC-10
TTBK2,NTC-10
TTC12,NTC-10
TTC13,NTC-10
TTC14,NTC-10
TTC17,NTC-10
TTC19,NTC-10
TTC1,NTC-10
TTC21B,NTC-10
TTC23,NTC-10
TTC26,NTC-10
TTC27,NTC-10
TTC28,NTC-10
TTC31,NTC-10
TTC32,NTC-10
TTC33,NTC-10
TTC37,NTC-10
TTC38,NTC-10
TTC39B,NTC-10
TTC3,NTC-10
TTC4,NTC-10
TTC5,NTC-10
TTC7A,NTC-10
TTC7B,NTC-10
TTC8,NTC-10
TTC9C,NTC-10
TTF1,NTC-10
TTF2,NTC-10
TTI1,NTC-10
TTI2,NTC-10
TTK,NTC-10
TTLL11,NTC-10
TTLL12,NTC-10
TTLL3,NTC-10
TTLL4,NTC-10
TTLL5,NTC-10
TTLL7,NTC-10
TTL,NTC-10
TTN,NTC-10
TTPAL,NTC-10
TUBA1A,NTC-10
TUBA1B,NTC-10
TUBA1C,NTC-10
TUBA4A,NTC-10
TUBAL3,NTC-10
TUBB1,NTC-10
TUBB2A,NTC-10
TUBB4B,NTC-10
TUBB6,NTC-10
TUBB,NTC-10
TUBBP9,NTC-10
TUBD1,NTC-10
TUBE1,NTC-10
TUBG1,NTC-10
TUBGCP2,NTC-10
TUBGCP3,NTC-10
TUBGCP4,NTC-10
TUBGCP5,NTC-10
TUBGCP6,NTC-10
TUFM,NTC-10
TUFMP1,NTC-10
TULP3,NTC-10
TULP4,NTC-10
TUSC2,NTC-10
TUSC3,NTC-10
TUT1,NTC-10
TUT4,NTC-10
TUT7,NTC-10
TVP23B,NTC-10
TWF1,NTC-10
TWF2,NTC-10
TWISTNB,NTC-10
TWNK,NTC-10
TXLNA,NTC-10
TXLNG,NTC-10
TXN2,NTC-10
TXNDC11,NTC-10
TXNDC12,NTC-10
TXNDC15,NTC-10
TXNDC16,NTC-10
TXNDC17,NTC-10
TXNDC5,NTC-10
TXNDC9,NTC-10
TXNIP,NTC-10
TXNL1,NTC-10
TXNL4A,NTC-10
TXNL4B,NTC-10
TXN,NTC-10
TXNRD1,NTC-10
TXNRD2,NTC-10
TYK2,NTC-10
TYMP,NTC-10
TYMS,NTC-10
TYRO3,NTC-10
TYW1B,NTC-10
TYW1,NTC-10
TYW3,NTC-10
TYW5,NTC-10
U2AF1L4,NTC-10
U2AF2,NTC-10
U2SURP,NTC-10
UAP1L1,NTC-10
UAP1,NTC-10
UBA1,NTC-10
UBA2,NTC-10
UBA3,NTC-10
UBA52,NTC-10
UBA5,NTC-10
UBA6,NTC-10
UBAC1,NTC-10
UBAC2,NTC-10
UBALD1,NTC-10
UBALD2,NTC-10
UBAP1,NTC-10
UBAP2L,NTC-10
UBAP2,NTC-10
UBB,NTC-10
UBBP4,NTC-10
UBC,NTC-10
UBE2A,NTC-10
UBE2B,NTC-10
UBE2D1,NTC-10
UBE2D2,NTC-10
UBE2D3,NTC-10
UBE2D4,NTC-10
UBE2E1,NTC-10
UBE2E3,NTC-10
UBE2F,NTC-10
UBE2G1,NTC-10
UBE2G2,NTC-10
UBE2H,NTC-10
UBE2I,NTC-10
UBE2J1,NTC-10
UBE2J2,NTC-10
UBE2K,NTC-10
UBE2L3,NTC-10
UBE2L6,NTC-10
UBE2M,NTC-10
UBE2O,NTC-10
UBE2Q1,NTC-10
UBE2Q2,NTC-10
UBE2Q2P1,NTC-10
UBE2Q2P2,NTC-10
UBE2R2,NTC-10
UBE2S,NTC-10
UBE2T,NTC-10
UBE2V1,NTC-10
UBE2V2,NTC-10
UBE2W,NTC-10
UBE2Z,NTC-10
UBE3A,NTC-10
UBE3B,NTC-10
UBE3C,NTC-10
UBE3D,NTC-10
UBE4A,NTC-10
UBE4B,NTC-10
UBFD1,NTC-10
UBIAD1,NTC-10
UBL3,NTC-10
UBL4A,NTC-10
UBL5,NTC-10
UBL7,NTC-10
UBLCP1,NTC-10
UBN1,NTC-10
UBN2,NTC-10
UBOX5,NTC-10
UBP1,NTC-10
UBQLN1,NTC-10
UBQLN2,NTC-10
UBQLN4,NTC-10
UBR1,NTC-10
UBR2,NTC-10
UBR3,NTC-10
UBR4,NTC-10
UBR5,NTC-10
UBR7,NTC-10
UBTF,NTC-10
UBXN10,NTC-10
UBXN11,NTC-10
UBXN1,NTC-10
UBXN2A,NTC-10
UBXN2B,NTC-10
UBXN4,NTC-10
UBXN6,NTC-10
UBXN7,NTC-10
UBXN8,NTC-10
UCHL3,NTC-10
UCHL5,NTC-10
UCK1,NTC-10
UCK2,NTC-10
UCKL1,NTC-10
UCP2,NTC-10
UEVLD,NTC-10
UFC1,NTC-10
UFD1,NTC-10
UFL1,NTC-10
UFM1,NTC-10
UFSP1,NTC-10
UFSP2,NTC-10
UGCG,NTC-10
UGDH,NTC-10
UGGT1,NTC-10
UGGT2,NTC-10
UGP2,NTC-10
UGT8,NTC-10
UHMK1,NTC-10
UHRF1BP1L,NTC-10
UHRF1BP1,NTC-10
UHRF1,NTC-10
UHRF2,NTC-10
UIMC1,NTC-10
ULK1,NTC-10
ULK3,NTC-10
UMAD1,NTC-10
UMPS,NTC-10
UNC119B,NTC-10
UNC119,NTC-10
UNC13B,NTC-10
UNC13D,NTC-10
UNC45A,NTC-10
UNC50,NTC-10
UNG,NTC-10
UNKL,NTC-10
UNK,NTC-10
UPF1,NTC-10
UPF2,NTC-10
UPF3A,NTC-10
UPF3B,NTC-10
UPP1,NTC-10
UPRT,NTC-10
UQCC1,NTC-10
UQCC2,NTC-10
UQCC3,NTC-10
UQCR10,NTC-10
UQCR11,NTC-10
UQCRB,NTC-10
UQCRC1,NTC-10
UQCRC2,NTC-10
UQCRFS1,NTC-10
UQCRH,NTC-10
UQCRQ,NTC-10
URB1,NTC-10
URB2,NTC-10
URGCP,NTC-10
URI1,NTC-10
URM1,NTC-10
UROD,NTC-10
UROS,NTC-10
USB1,NTC-10
USE1,NTC-10
USF1,NTC-10
USF2,NTC-10
USO1,NTC-10
USP10,NTC-10
USP11,NTC-10
USP12,NTC-10
USP14,NTC-10
USP15,NTC-10
USP16,NTC-10
USP19,NTC-10
USP1,NTC-10
USP20,NTC-10
USP22,NTC-10
USP24,NTC-10
USP25,NTC-10
USP27X,NTC-10
USP28,NTC-10
USP2,NTC-10
USP30,NTC-10
USP31,NTC-10
USP32,NTC-10
USP33,NTC-10
USP34,NTC-10
USP36,NTC-10
USP37,NTC-10
USP38,NTC-10
USP40,NTC-10
USP45,NTC-10
USP46,NTC-10
USP47,NTC-10
USP48,NTC-10
USP49,NTC-10
USP4,NTC-10
USP51,NTC-10
USP53,NTC-10
USP54,NTC-10
USP6NL,NTC-10
USP7,NTC-10
USP8,NTC-10
USP9X,NTC-10
USPL1,NTC-10
UTP11,NTC-10
UTP14A,NTC-10
UTP15,NTC-10
UTP18,NTC-10
UTP20,NTC-10
UTP23,NTC-10
UTP25,NTC-10
UTP3,NTC-10
UTP4,NTC-10
UTP6,NTC-10
UTRN,NTC-10
UVRAG,NTC-10
UVSSA,NTC-10
UXS1,NTC-10
UXT,NTC-10
VAC14,NTC-10
VAMP2,NTC-10
VAMP3,NTC-10
VAMP4,NTC-10
VAMP7,NTC-10
VAMP8,NTC-10
VANGL1,NTC-10
VAPA,NTC-10
VAPB,NTC-10
VARS2,NTC-10
VARS,NTC-10
VASP,NTC-10
VAT1,NTC-10
VBP1,NTC-10
VCL,NTC-10
VCPIP1,NTC-10
VCPKMT,NTC-10
VCP,NTC-10
VDAC1,NTC-10
VDAC2,NTC-10
VDAC3,NTC-10
VEGFA,NTC-10
VEGFB,NTC-10
VENTXP3,NTC-10
VEZF1,NTC-10
VEZT,NTC-10
VGF,NTC-10
VGLL4,NTC-10
VHL,NTC-10
VILL,NTC-10
VIM,NTC-10
VIPAS39,NTC-10
VIRMA,NTC-10
VKORC1L1,NTC-10
VKORC1,NTC-10
VMA21,NTC-10
VMP1,NTC-10
VOPP1,NTC-10
VPS11,NTC-10
VPS13A,NTC-10
VPS13B,NTC-10
VPS13C,NTC-10
VPS13D,NTC-10
VPS16,NTC-10
VPS18,NTC-10
VPS25,NTC-10
VPS26A,NTC-10
VPS26B,NTC-10
VPS26C,NTC-10
VPS28,NTC-10
VPS29,NTC-10
VPS33A,NTC-10
VPS33B,NTC-10
VPS35L,NTC-10
VPS35,NTC-10
VPS36,NTC-10
VPS37A,NTC-10
VPS37B,NTC-10
VPS37C,NTC-10
VPS39,NTC-10
VPS41,NTC-10
VPS45,NTC-10
VPS4A,NTC-10
VPS4B,NTC-10
VPS50,NTC-10
VPS51,NTC-10
VPS52,NTC-10
VPS53,NTC-10
VPS54,NTC-10
VPS72,NTC-10
VPS8,NTC-10
VPS9D1,NTC-10
VRK1,NTC-10
VRK2,NTC-10
VRK3,NTC-10
VSIG10L,NTC-10
VSIG10,NTC-10
VSTM4,NTC-10
VTA1,NTC-10
VTI1A,NTC-10
VTI1B,NTC-10
VWA5A,NTC-10
VWA8,NTC-10
VWDE,NTC-10
WAC,NTC-10
WAPL,NTC-10
WARS2,NTC-10
WASF1,NTC-10
WASF2,NTC-10
WASH3P,NTC-10
WASH5P,NTC-10
WASH6P,NTC-10
WASH8P,NTC-10
WASHC1,NTC-10
WASHC2A,NTC-10
WASHC2C,NTC-10
WASHC3,NTC-10
WASHC4,NTC-10
WASHC5,NTC-10
WASL,NTC-10
WBP11,NTC-10
WBP1L,NTC-10
WBP1,NTC-10
WBP2,NTC-10
WBP4,NTC-10
WDCP,NTC-10
WDFY1,NTC-10
WDFY2,NTC-10
WDHD1,NTC-10
WDPCP,NTC-10
WDR11,NTC-10
WDR12,NTC-10
WDR13,NTC-10
WDR18,NTC-10
WDR19,NTC-10
WDR1,NTC-10
WDR20,NTC-10
WDR24,NTC-10
WDR26,NTC-10
WDR27,NTC-10
WDR31,NTC-10
WDR33,NTC-10
WDR34,NTC-10
WDR35,NTC-10
WDR36,NTC-10
WDR37,NTC-10
WDR3,NTC-10
WDR41,NTC-10
WDR43,NTC-10
WDR44,NTC-10
WDR45B,NTC-10
WDR45,NTC-10
WDR46,NTC-10
WDR47,NTC-10
WDR48,NTC-10
WDR4,NTC-10
WDR53,NTC-10
WDR54,NTC-10
WDR55,NTC-10
WDR59,NTC-10
WDR5,NTC-10
WDR60,NTC-10
WDR61,NTC-10
WDR62,NTC-10
WDR66,NTC-10
WDR6,NTC-10
WDR70,NTC-10
WDR72,NTC-10
WDR73,NTC-10
WDR74,NTC-10
WDR75,NTC-10
WDR76,NTC-10
WDR77,NTC-10
WDR7,NTC-10
WDR81,NTC-10
WDR82,NTC-10
WDR83,NTC-10
WDR89,NTC-10
WDR90,NTC-10
WDR91,NTC-10
WDSUB1,NTC-10
WDTC1,NTC-10
WDYHV1,NTC-10
WEE1,NTC-10
WHAMM,NTC-10
WHAMMP2,NTC-10
WHAMMP3,NTC-10
WHRN,NTC-10
WIPF1,NTC-10
WIPF2,NTC-10
WIPF3,NTC-10
WIPI1,NTC-10
WIPI2,NTC-10
WIZ,NTC-10
WNK1,NTC-10
WNK4,NTC-10
WRAP53,NTC-10
WRAP73,NTC-10
WRB,NTC-10
WRNIP1,NTC-10
WRN,NTC-10
WSB1,NTC-10
WSB2,NTC-10
WT1,NTC-10
WTAP,NTC-10
WTIP,NTC-10
WWC2,NTC-10
WWC3,NTC-10
WWOX,NTC-10
WWP1,NTC-10
WWP2,NTC-10
XAB2,NTC-10
XAF1,NTC-10
XBP1,NTC-10
XIAP,NTC-10
XK,NTC-10
XKR3,NTC-10
XPA,NTC-10
XPC,NTC-10
XPNPEP1,NTC-10
XPNPEP3,NTC-10
XPO1,NTC-10
XPO4,NTC-10
XPO5,NTC-10
XPO6,NTC-10
XPO7,NTC-10
XPOT,NTC-10
XPR1,NTC-10
XRCC1,NTC-10
XRCC2,NTC-10
XRCC3,NTC-10
XRCC4,NTC-10
XRCC5,NTC-10
XRCC6,NTC-10
XRN1,NTC-10
XRN2,NTC-10
XRRA1,NTC-10
XXYLT1,NTC-10
XYLB,NTC-10
XYLT1,NTC-10
YAE1,NTC-10
YAF2,NTC-10
YARS2,NTC-10
YARS,NTC-10
YBEY,NTC-10
YBX1,NTC-10
YBX3,NTC-10
YDJC,NTC-10
YEATS2,NTC-10
YEATS4,NTC-10
YES1,NTC-10
YIF1A,NTC-10
YIPF1,NTC-10
YIPF2,NTC-10
YIPF3,NTC-10
YIPF4,NTC-10
YIPF5,NTC-10
YIPF6,NTC-10
YJEFN3,NTC-10
YJU2,NTC-10
YKT6,NTC-10
YLPM1,NTC-10
YME1L1,NTC-10
YOD1,NTC-10
YPEL3,NTC-10
YPEL5,NTC-10
YRDC,NTC-10
YTHDC1,NTC-10
YTHDC2,NTC-10
YTHDF1,NTC-10
YTHDF2,NTC-10
YTHDF3,NTC-10
YWHAB,NTC-10
YWHAE,NTC-10
YWHAG,NTC-10
YWHAH,NTC-10
YWHAQ,NTC-10
YWHAZ,NTC-10
YY1AP1,NTC-10
YY1,NTC-10
Z97634.1,NTC-10
ZADH2,NTC-10
ZBED1,NTC-10
ZBED4,NTC-10
ZBED5,NTC-10
ZBED6CL,NTC-10
ZBED6,NTC-10
ZBED9,NTC-10
ZBTB10,NTC-10
ZBTB11,NTC-10
ZBTB14,NTC-10
ZBTB17,NTC-10
ZBTB1,NTC-10
ZBTB21,NTC-10
ZBTB24,NTC-10
ZBTB25,NTC-10
ZBTB26,NTC-10
ZBTB2,NTC-10
ZBTB33,NTC-10
ZBTB34,NTC-10
ZBTB37,NTC-10
ZBTB38,NTC-10
ZBTB39,NTC-10
ZBTB40,NTC-10
ZBTB41,NTC-10
ZBTB43,NTC-10
ZBTB44,NTC-10
ZBTB45,NTC-10
ZBTB48,NTC-10
ZBTB4,NTC-10
ZBTB5,NTC-10
ZBTB6,NTC-10
ZBTB7A,NTC-10
ZBTB7B,NTC-10
ZBTB8B,NTC-10
ZBTB8OS,NTC-10
ZC2HC1A,NTC-10
ZC2HC1C,NTC-10
ZC3H10,NTC-10
ZC3H11A,NTC-10
ZC3H12A,NTC-10
ZC3H13,NTC-10
ZC3H14,NTC-10
ZC3H15,NTC-10
ZC3H3,NTC-10
ZC3H6,NTC-10
ZC3H7A,NTC-10
ZC3H7B,NTC-10
ZC3H8,NTC-10
ZC3HAV1,NTC-10
ZC3HC1,NTC-10
ZCCHC10,NTC-10
ZCCHC14,NTC-10
ZCCHC17,NTC-10
ZCCHC24,NTC-10
ZCCHC2,NTC-10
ZCCHC3,NTC-10
ZCCHC4,NTC-10
ZCCHC7,NTC-10
ZCCHC8,NTC-10
ZCCHC9,NTC-10
ZCRB1,NTC-10
ZCWPW1,NTC-10
ZDHHC12,NTC-10
ZDHHC13,NTC-10
ZDHHC14,NTC-10
ZDHHC16,NTC-10
ZDHHC17,NTC-10
ZDHHC18,NTC-10
